# Vm for HH model. Simulation time: 100 ms, Integration step: 0.000100 ms, Compartments: 100, Dendrites: 30, Execution time: 60.174595 s, Slave processes: 11
# X Y
0 -65.000000
1 -62.134740
2 -57.585378
3 -46.449043
4 -43.302704
5 -62.282776
6 -57.489724
7 -52.253389
8 1.833857
9 -63.450828
10 -58.473467
11 -53.984809
12 30.872370
13 -63.290858
14 -59.628441
15 -55.322716
16 -42.374650
17 -53.307580
18 -60.924958
19 -56.494361
20 -50.107085
21 -26.784502
22 -62.360320
23 -57.602923
24 -52.684667
25 13.760624
26 -63.601221
27 -58.720833
28 -54.313995
29 16.922548
30 -62.457860
31 -59.916232
32 -55.605834
33 -45.551198
34 -47.879178
35 -61.250511
36 -56.755970
37 -50.871566
38 -18.709249
39 -62.696299
40 -57.860732
41 -53.114443
42 22.935597
43 -63.722079
44 -58.990580
45 -54.635900
46 -13.332306
47 -60.966795
48 -60.213855
49 -55.882824
50 -47.497672
51 -41.837207
52 -61.583942
53 -57.015345
54 -51.512668
55 -9.477529
56 -63.017330
57 -58.119920
58 -53.509150
59 29.600665
60 -63.687097
61 -59.265444
62 -54.943739
63 -33.219645
64 -58.458138
65 -60.519896
66 -56.153833
67 -48.847542
68 -35.558045
69 -61.923096
70 -57.273255
71 -52.066522
72 0.599260
73 -63.308562
74 -58.381327
75 -53.876048
76 31.557926
77 -63.406970
78 -59.546310
79 -55.240000
80 -41.083766
81 -54.623993
82 -60.834680
83 -56.420090
84 -49.862771
85 -28.833303
86 -62.264585
87 -57.530580
88 -52.556292
89 10.935332
90 -63.547655
91 -58.645825
92 -54.220594
93 22.877279
94 -62.741642
95 -59.834032
96 -55.526731
97 -44.828060
98 -49.492203
99 -61.158130
