# Vm for HH model. Simulation time: 100 ms, Integration step: 0.000100 ms, Compartments: 100, Dendrites: 36, Execution time: 77.344729 s, Slave processes: 11
# X Y
0 -65.000000
1 -61.905328
2 -57.077135
3 -39.365182
4 -49.282912
5 -60.062147
6 -55.524270
7 -47.120536
8 -40.409125
9 -59.776919
10 -55.389981
11 -47.419245
12 -38.918990
13 -59.759439
14 -55.392502
15 -47.554879
16 -38.310501
17 -59.780553
18 -55.413797
19 -47.673097
20 -37.795978
21 -59.806064
22 -55.437127
23 -47.786750
24 -37.289517
25 -59.832081
26 -55.460655
27 -47.897300
28 -36.781247
29 -59.858157
30 -55.484174
31 -48.005019
32 -36.269872
33 -59.884241
34 -55.507659
35 -48.110047
36 -35.755038
37 -59.910323
38 -55.531110
39 -48.212505
40 -35.236476
41 -59.936400
42 -55.554527
43 -48.312504
44 -34.713904
45 -59.962470
46 -55.577911
47 -48.410150
48 -34.187021
49 -59.988529
50 -55.601263
51 -48.505543
52 -33.655506
53 -60.014575
54 -55.624583
55 -48.598775
56 -33.119021
57 -60.040603
58 -55.647872
59 -48.689936
60 -32.577217
61 -60.066612
62 -55.671132
63 -48.779110
64 -32.029729
65 -60.092596
66 -55.694363
67 -48.866375
68 -31.476190
69 -60.118554
70 -55.717565
71 -48.951808
72 -30.916226
73 -60.144479
74 -55.740740
75 -49.035478
76 -30.349468
77 -60.170370
78 -55.763888
79 -49.117455
80 -29.775550
81 -60.196221
82 -55.787010
83 -49.197801
84 -29.194120
85 -60.222029
86 -55.810107
87 -49.276578
88 -28.604839
89 -60.247789
90 -55.833179
91 -49.353843
92 -28.007393
93 -60.273495
94 -55.856228
95 -49.429652
96 -27.401492
97 -60.299144
98 -55.879254
99 -49.504057
