# Vm for HH model. Simulation time: 100 ms, Integration step: 0.000100 ms, Compartments: 10, Dendrites: 15, Execution time: 7.794353 s, Slave processes: 5
# X Y
0 -65.000000
1 -58.896078
2 -18.960419
3 -75.951227
4 -80.985594
5 -74.565249
6 -68.201888
7 -62.109446
8 -55.258141
9 7.032012
10 -83.196810
11 -77.957467
12 -71.481092
13 -65.257003
14 -59.165065
15 -40.251651
16 -70.711575
17 -81.210235
18 -74.837713
19 -68.463982
20 -62.363558
21 -55.657127
22 15.232341
23 -83.220667
24 -78.231213
25 -71.750581
26 -65.514289
27 -59.433797
28 -44.829618
29 -65.374719
30 -81.450097
31 -75.112598
32 -68.727509
33 -62.618153
34 -56.030357
35 23.107484
36 -83.197236
37 -78.504281
38 -72.020588
39 -65.772018
40 -59.699725
41 -47.488746
42 -58.609746
43 -81.683010
44 -75.387736
45 -68.991554
46 -62.872692
47 -56.383811
48 30.376055
49 -83.111351
50 -78.776351
51 -72.291093
52 -66.030202
53 -59.963301
54 -49.261067
55 -51.120010
56 -81.907802
57 -75.663096
58 -69.256129
59 -63.127265
60 -56.720972
61 36.686128
62 -82.946182
63 -79.047202
64 -72.562091
65 -66.288862
66 -60.224910
67 -50.554834
68 -43.890277
69 -82.123082
70 -75.938623
71 -69.521231
72 -63.381936
73 -57.044584
74 41.757078
75 -82.678654
76 -79.316586
77 -72.833586
78 -66.548018
79 -60.484895
80 -51.561110
81 -37.353602
82 -82.327240
83 -76.214280
84 -69.786876
85 -63.636782
86 -57.356888
87 45.430751
88 -82.276364
89 -79.584216
90 -73.105577
91 -66.807696
92 -60.743553
93 -52.380880
94 -31.253129
95 -82.518329
96 -76.490003
97 -70.053064
98 -63.891855
99 -57.659691
